Run	gain	Running avg
4294	16	0.122031
4295	2	0.122002
4296	4	0.121974
4297	2	0.121946
4298	2	0.121917
4299	4	0.121889
4300	2	0.121860
4301	2	0.121832
4302	16	0.122036
4303	2	0.122008
4304	2	0.121980
4305	8	0.121951
4306	4	0.121923
4307	4	0.121895
4308	2	0.121866
4309	8	0.121838
4310	2	0.121810
4311	8	0.121781
4312	2	0.121753
4313	4	0.121725
4314	2	0.121697
4315	2	0.121669
4316	2	0.121640
4317	4	0.121612
4318	128	0.121816
4319	2	0.121787
4320	2	0.121759
4321	2	0.121731
4322	32	0.121934
4323	2	0.121906
4324	2	0.121878
4325	2	0.121850
4326	2	0.121822
4327	2	0.121793
4328	8	0.121765
4329	4	0.121737
4330	4	0.121709
4331	16	0.121912
4332	2	0.121884
4333	4	0.121856
4334	2	0.121827
4335	8	0.121799
4336	4	0.121771
4337	4	0.121743
4338	4	0.121715
4339	4	0.121687
4340	2	0.121659
4341	4	0.121631
4342	2	0.121603
4343	2	0.121575
4344	4	0.121547
4345	2	0.121519
4346	8	0.121491
4347	32	0.121693
4348	2	0.121665
4349	4	0.121637
4350	32	0.121839
4351	8	0.121811
4352	2	0.121783
4353	8	0.121755
4354	4	0.121727
4355	2	0.121699
4356	4	0.121671
4357	2	0.121643
4358	8	0.121615
4359	2	0.121588
4360	2	0.121560
4361	8	0.121532
4362	64	0.121733
4363	4	0.121705
4364	2	0.121677
4365	2	0.121649
4366	8	0.121622
4367	2	0.121594
4368	4	0.121566
4369	16	0.121767
4370	8	0.121739
4371	2	0.121711
4372	8	0.121683
4373	4	0.121656
4374	2	0.121628
4375	16	0.121829
4376	2	0.121801
4377	4	0.121773
4378	2	0.121745
4379	4	0.121717
4380	4	0.121689
4381	2	0.121662
4382	16	0.121862
4383	16	0.122063
4384	4	0.122035
4385	4	0.122007
4386	2	0.121979
4387	4	0.121951
4388	2	0.121923
4389	2	0.121896
4390	32	0.122096
4391	16	0.122296
4392	4	0.122268
4393	2	0.122240
4394	2	0.122212
4395	2	0.122184
4396	2	0.122157
4397	16	0.122356
4398	64	0.122556
4399	2	0.122528
4400	2	0.122500
4401	16	0.122699
4402	8	0.122672
4403	2	0.122644
4404	8	0.122616
4405	2	0.122588
4406	8	0.122560
4407	2	0.122532
4408	8	0.122505
4409	4	0.122477
4410	8	0.122449
4411	2	0.122421
4412	2	0.122393
4413	4	0.122366
4414	2	0.122338
4415	2	0.122310
4416	4	0.122283
4417	2	0.122255
4418	32	0.122454
4419	2	0.122426
4420	8	0.122398
4421	2	0.122371
4422	4	0.122343
4423	2	0.122315
4424	16	0.122514
4425	2	0.122486
4426	16	0.122684
4427	8	0.122656
4428	2	0.122629
4429	2	0.122601
4430	2	0.122573
4431	2	0.122546
4432	2	0.122518
4433	4	0.122490
4434	4	0.122463
4435	2	0.122435
4436	2	0.122408
4437	8	0.122380
4438	2	0.122352
4439	4	0.122325
4440	2	0.122297
4441	4	0.122270
4442	2	0.122242
4443	16	0.122440
4444	8	0.122412
4445	8	0.122385
4446	2	0.122357
4447	4	0.122330
4448	2	0.122302
4449	2	0.122275
4450	4	0.122247
4451	4	0.122220
4452	4	0.122192
4453	4	0.122165
4454	8	0.122137
4455	4	0.122110
4456	4	0.122083
4457	8	0.122055
4458	2	0.122028
4459	2	0.122000
4460	2	0.121973
4461	2	0.121946
4462	8	0.121918
4463	8	0.121891
4464	4	0.121864
4465	2	0.121837
4466	2	0.121809
4467	4	0.121782
4468	2	0.121755
4469	4	0.121727
4470	2	0.121700
4471	16	0.121897
4472	2	0.121869
4473	4	0.121842
4474	4	0.121815
4475	2	0.121788
4476	32	0.121984
4477	4	0.121957
4478	4	0.121929
4479	2	0.121902
4480	8	0.121875
4481	4	0.121848
4482	16	0.122044
4483	2	0.122017
4484	2	0.121989
4485	2	0.121962
4486	4	0.121935
4487	2	0.121908
4488	16	0.122103
4489	2	0.122076
4490	2	0.122049
4491	2	0.122022
4492	16	0.122217
4493	2	0.122190
4494	4	0.122163
4495	2	0.122136
4496	8	0.122109
4497	4	0.122081
4498	2	0.122054
4499	4	0.122027
4500	8	0.122000
4501	4	0.121973
4502	8	0.121946
4503	16	0.122141
4504	2	0.122114
4505	4	0.122087
4506	2048	0.122281
4507	4	0.122254
4508	8	0.122227
4509	4	0.122200
4510	32	0.122395
4511	16	0.122589
4512	8	0.122562
4513	8	0.122535
4514	4	0.122508
4515	4	0.122481
4516	4	0.122453
4517	4	0.122426
4518	2	0.122399
4519	4	0.122372
4520	64	0.122566
4521	4	0.122539
4522	32	0.122733
4523	4	0.122706
4524	4	0.122679
4525	32	0.122873
4526	2	0.122846
4527	2	0.122819
4528	16	0.123012
4529	8	0.122985
4530	16	0.123179
4531	8	0.123152
4532	4	0.123124
4533	4	0.123097
4534	8	0.123070
4535	2	0.123043
4536	4	0.123016
4537	4	0.122989
4538	32	0.123182
4539	4	0.123155
4540	64	0.123348
4541	8	0.123321
4542	2	0.123294
4543	4	0.123267
4544	2	0.123239
4545	8	0.123212
4546	4	0.123185
4547	8	0.123158
4548	2	0.123131
4549	2	0.123104
4550	4	0.123077
4551	8	0.123050
4552	2	0.123023
4553	8	0.122996
4554	2	0.122969
4555	32	0.123161
4556	4	0.123134
4557	2	0.123107
4558	4	0.123080
4559	8	0.123053
4560	2	0.123026
4561	32	0.123219
4562	4	0.123192
4563	2	0.123165
4564	2	0.123138
4565	2	0.123111
4566	2	0.123084
4567	2	0.123057
4568	2	0.123030
4569	2	0.123003
4570	4	0.122976
4571	4	0.122949
4572	2	0.122922
4573	32	0.123114
4574	2	0.123087
4575	2	0.123060
4576	16	0.123252
4577	4	0.123225
4578	2	0.123198
4579	2	0.123171
4580	8	0.123144
4581	4	0.123117
4582	4	0.123090
4583	16	0.123282
4584	4	0.123255
4585	2	0.123228
4586	4	0.123201
4587	4	0.123174
4588	2	0.123147
4589	2	0.123121
4590	2	0.123094
4591	2	0.123067
4592	16	0.123258
4593	2	0.123231
4594	2	0.123204
4595	4	0.123177
4596	2	0.123151
4597	4	0.123124
4598	16	0.123314
4599	2	0.123288
4600	2	0.123261
4601	2	0.123234
4602	4	0.123207
4603	2	0.123181
4604	2	0.123154
4605	8	0.123127
4606	4	0.123100
4607	4	0.123074
4608	4	0.123047
4609	32	0.123237
4610	4	0.123210
4611	2	0.123184
4612	8	0.123157
4613	32	0.123347
4614	4	0.123320
4615	32	0.123510
4616	4	0.123484
4617	128	0.123673
4618	2	0.123647
4619	4	0.123620
4620	4	0.123593
4621	2	0.123566
4622	2	0.123540
4623	16	0.123729
4624	4	0.123702
4625	2	0.123676
4626	2	0.123649
4627	16	0.123838
4628	4	0.123812
4629	2	0.123785
4630	2	0.123758
4631	4	0.123731
4632	2	0.123705
4633	2	0.123678
4634	4	0.123651
4635	2	0.123625
4636	2	0.123598
4637	2	0.123571
4638	2	0.123545
4639	4	0.123518
4640	32	0.123707
4641	8	0.123680
4642	2	0.123654
4643	16	0.123842
4644	128	0.124031
4645	8	0.124004
4646	2	0.123978
4647	2	0.123951
4648	32	0.124139
4649	2	0.124113
4650	2	0.124086
4651	4	0.124059
4652	4	0.124033
4653	2	0.124006
4654	16	0.124194
4655	2	0.124168
4656	4	0.124141
4657	2	0.124114
4658	2	0.124088
4659	4	0.124061
4660	2	0.124034
4661	2	0.124008
4662	8	0.123981
4663	8	0.123955
4664	2	0.123928
4665	2	0.123901
4666	4	0.123875
4667	2	0.123848
4668	4	0.123822
4669	2	0.123795
4670	8	0.123769
4671	2	0.123742
4672	2	0.123716
4673	4	0.123689
4674	2	0.123663
4675	2	0.123636
4676	4	0.123610
4677	2	0.123583
4678	2	0.123557
4679	2	0.123531
4680	2	0.123504
4681	8	0.123478
4682	2	0.123452
4683	2	0.123425
4684	2	0.123399
4685	2	0.123372
4686	2	0.123346
4687	2	0.123320
4688	4	0.123294
4689	4	0.123267
4690	8	0.123241
4691	2	0.123215
4692	2	0.123188
4693	4	0.123162
4694	4	0.123136
4695	2	0.123110
4696	2	0.123083
4697	16	0.123270
4698	2	0.123244
4699	2	0.123218
4700	2	0.123191
4701	2	0.123165
4702	8	0.123139
4703	8	0.123113
4704	8	0.123087
4705	4	0.123061
4706	16	0.123247
4707	32	0.123433
4708	16	0.123619
4709	4	0.123593
4710	16	0.123779
4711	2	0.123753
4712	2	0.123727
4713	2	0.123700
4714	8	0.123674
4715	2	0.123648
4716	2	0.123622
4717	2	0.123596
4718	8	0.123569
4719	2	0.123543
4720	2	0.123517
4721	2	0.123491
4722	2	0.123465
4723	2	0.123438
4724	16	0.123624
4725	2	0.123598
4726	8	0.123572
4727	2	0.123546
4728	2	0.123519
4729	4	0.123493
4730	2	0.123467
4731	16	0.123653
4732	2	0.123626
4733	4	0.123600
4734	2	0.123574
4735	2	0.123548
4736	4	0.123522
4737	2	0.123496
4738	2	0.123470
4739	8	0.123444
4740	2	0.123418
4741	8	0.123392
4742	2	0.123366
4743	2	0.123340
4744	2	0.123314
4745	2	0.123288
4746	2	0.123262
4747	2	0.123236
4748	4	0.123210
4749	4	0.123184
4750	2	0.123158
4751	2	0.123132
4752	2	0.123106
4753	4	0.123080
4754	2	0.123054
4755	2	0.123028
4756	32	0.123213
4757	4	0.123187
4758	2	0.123161
4759	2	0.123135
4760	2	0.123109
4761	16	0.123293
4762	2	0.123268
4763	16	0.123452
4764	32	0.123636
4765	2	0.123610
4766	4	0.123584
4767	16	0.123768
4768	8	0.123742
4769	2	0.123716
4770	2	0.123690
4771	4	0.123664
4772	8	0.123638
4773	16	0.123821
4774	2	0.123796
4775	4	0.123770
4776	16	0.123953
4777	2	0.123927
4778	2	0.123901
4779	16	0.124085
4780	4	0.124059
4781	2	0.124033
4782	4	0.124007
4783	4	0.123981
4784	4	0.123955
4785	4	0.123929
4786	2	0.123903
4787	4	0.123877
4788	2	0.123851
4789	16	0.124034
4790	2	0.124008
4791	2	0.123982
4792	2	0.123957
4793	2	0.123931
4794	2	0.123905
4795	2	0.123879
4796	16	0.124062
4797	4	0.124036
4798	8	0.124010
4799	4	0.123984
4800	4	0.123958
4801	2	0.123933
4802	8	0.123907
4803	4	0.123881
4804	8	0.123855
4805	4	0.123829
4806	2	0.123804
4807	8	0.123778
4808	2	0.123752
4809	4	0.123726
4810	4	0.123701
4811	2	0.123675
4812	4	0.123649
4813	2	0.123624
4814	8	0.123598
4815	2	0.123572
4816	2	0.123547
4817	2	0.123521
4818	4	0.123495
4819	2	0.123470
4820	128	0.123651
4821	2	0.123626
4822	4	0.123600
4823	2	0.123575
4824	8	0.123549
4825	32	0.123731
4826	4	0.123705
4827	2	0.123679
4828	4	0.123654
4829	2	0.123628
4830	2	0.123602
4831	2	0.123577
4832	8	0.123551
4833	2	0.123526
4834	2	0.123500
4835	8	0.123475
4836	2	0.123449
4837	2	0.123424
4838	4	0.123398
4839	8	0.123373
4840	2	0.123347
4841	4	0.123322
4842	4	0.123296
4843	8	0.123271
4844	4	0.123245
4845	8	0.123220
4846	2	0.123194
4847	4	0.123169
4848	2	0.123144
4849	2	0.123118
4850	8	0.123093
4851	2	0.123067
4852	4	0.123042
4853	4	0.123017
4854	2	0.122991
4855	2	0.122966
4856	128	0.123147
4857	2	0.123121
4858	2	0.123096
4859	4	0.123071
4860	2	0.123045
4861	4	0.123020
4862	4	0.122995
4863	4	0.122969
4864	2	0.122944
4865	2	0.122919
4866	8	0.122894
4867	16	0.123074
4868	2	0.123048
4869	2	0.123023
4870	2	0.122998
4871	2	0.122973
4872	2	0.122947
4873	2	0.122922
4874	2	0.122897
4875	2	0.122872
4876	2	0.122847
4877	2	0.122821
4878	8	0.122796
4879	2	0.122771
4880	8	0.122746
4881	16	0.122926
4882	8	0.122900
4883	8	0.122875
4884	2	0.122850
4885	2	0.122825
4886	8	0.122800
4887	2	0.122775
4888	4	0.122750
4889	2	0.122724
4890	2	0.122699
4891	32	0.122879
4892	4	0.122854
4893	4	0.122829
4894	2	0.122803
4895	16	0.122983
4896	4	0.122958
4897	2	0.122932
4898	4	0.122907
4899	4	0.122882
4900	2	0.122857
4901	2	0.122832
4902	4	0.122807
4903	4	0.122782
4904	2	0.122757
4905	2	0.122732
4906	2	0.122707
4907	2	0.122682
4908	2	0.122657
4909	16	0.122836
4910	2	0.122811
4911	16	0.122989
4912	2	0.122964
4913	2	0.122939
4914	2	0.122914
4915	8	0.122889
4916	4	0.122864
4917	8	0.122839
4918	2	0.122814
4919	2	0.122789
4920	2	0.122764
4921	16	0.122942
4922	2	0.122918
4923	2	0.122893
4924	16	0.123071
4925	32	0.123249
4926	4	0.123224
4927	8	0.123199
4928	2	0.123174
4929	8	0.123149
4930	4	0.123124
4931	4	0.123099
4932	2	0.123074
4933	2	0.123049
4934	2	0.123024
4935	2	0.122999
4936	16	0.123177
4937	4	0.123152
4938	4	0.123127
4939	2	0.123102
4940	16	0.123279
4941	4	0.123254
4942	4	0.123229
4943	4	0.123205
4944	2	0.123180
4945	2	0.123155
4946	2	0.123130
4947	4	0.123105
4948	2	0.123080
4949	2	0.123055
4950	8	0.123030
4951	2	0.123005
4952	2	0.122981
4953	2	0.122956
4954	2	0.122931
4955	2	0.122906
4956	8	0.122881
4957	2	0.122857
4958	8	0.122832
4959	4	0.122807
4960	4	0.122782
4961	4	0.122758
4962	2	0.122733
4963	4	0.122708
4964	4	0.122683
4965	2	0.122659
4966	8	0.122634
4967	2	0.122609
4968	2	0.122585
4969	2	0.122560
4970	2	0.122535
4971	2	0.122511
4972	2	0.122486
4973	4	0.122461
4974	4	0.122437
4975	4	0.122412
4976	2	0.122387
4977	2	0.122363
4978	4	0.122338
4979	2	0.122314
4980	2	0.122289
4981	2	0.122265
4982	2	0.122240
4983	2	0.122216
4984	32	0.122392
4985	2	0.122367
4986	2	0.122343
4987	8	0.122318
4988	2	0.122294
4989	4	0.122269
4990	2	0.122244
4991	8	0.122220
4992	2	0.122196
4993	2	0.122171
4994	2	0.122147
4995	2	0.122122
4996	2	0.122098
4997	2	0.122073
4998	16	0.122249
4999	2	0.122224
5000	4	0.122200
5001	2	0.122176
5002	2	0.122151
5003	2	0.122127
5004	4	0.122102
5005	2	0.122078
5006	4	0.122054
5007	2	0.122029
5008	2	0.122005
5009	2	0.121980
5010	16	0.122156
5011	4	0.122131
5012	8	0.122107
5013	4	0.122083
5014	4	0.122058
5015	8	0.122034
5016	8	0.122010
5017	2	0.121985
5018	8	0.121961
5019	4	0.121937
5020	4	0.121912
5021	16	0.122087
5022	2	0.122063
5023	8	0.122039
5024	2	0.122014
5025	2	0.121990
5026	2	0.121966
5027	64	0.122140
5028	2	0.122116
5029	2	0.122092
5030	2	0.122068
5031	2	0.122043
5032	2	0.122019
5033	2	0.121995
5034	4	0.121971
5035	2	0.121946
5036	2	0.121922
5037	4	0.121898
5038	4	0.121874
5039	16	0.122048
5040	4	0.122024
5041	2	0.122000
5042	2	0.121975
5043	2	0.121951
5044	4	0.121927
5045	2	0.121903
5046	16	0.122077
5047	4	0.122053
5048	4	0.122029
5049	2	0.122004
5050	8	0.121980
5051	2	0.121956
5052	16	0.122130
5053	2	0.122106
5054	128	0.122279
5055	2	0.122255
5056	32	0.122429
5057	4	0.122405
5058	16	0.122578
5059	8	0.122554
5060	8	0.122530
5061	2	0.122505
5062	2	0.122481
5063	2	0.122457
5064	4	0.122433
5065	2	0.122409
5066	2	0.122385
5067	4	0.122360
5068	4	0.122336
5069	2	0.122312
5070	4	0.122288
5071	2	0.122264
5072	2	0.122240
5073	2	0.122216
5074	4	0.122192
5075	2	0.122167
5076	4	0.122143
5077	8	0.122119
5078	2	0.122095
5079	2	0.122071
5080	2	0.122047
5081	4	0.122023
5082	4	0.121999
5083	2	0.121975
5084	4	0.121951
5085	8	0.121927
5086	8	0.121903
5087	2	0.121879
5088	2	0.121855
5089	2	0.121831
5090	2	0.121807
5091	8	0.121784
5092	2	0.121760
5093	8	0.121736
5094	8	0.121712
5095	2	0.121688
5096	8	0.121664
5097	2	0.121640
5098	2	0.121616
5099	4	0.121592
5100	2	0.121569
5101	2	0.121545
5102	2	0.121521
5103	4	0.121497
5104	16	0.121669
5105	16	0.121841
5106	2	0.121817
5107	2	0.121794
5108	2	0.121770
5109	2	0.121746
5110	4	0.121722
5111	2	0.121698
5112	2	0.121674
5113	16	0.121846
5114	8	0.121822
5115	4	0.121799
5116	8	0.121775
5117	2	0.121751
5118	4	0.121727
5119	4	0.121703
5120	8	0.121680
5121	2	0.121656
5122	256	0.121827
5123	2	0.121804
5124	2	0.121780
5125	2	0.121756
5126	16	0.121927
5127	8	0.121904
5128	16	0.122075
5129	4	0.122051
5130	4	0.122027
5131	2	0.122004
5132	2	0.121980
5133	16	0.122151
5134	2	0.122127
5135	4	0.122103
5136	4	0.122079
5137	2	0.122056
5138	4	0.122032
5139	2	0.122008
5140	8	0.121984
5141	8	0.121961
5142	4	0.121937
5143	16	0.122108
5144	2	0.122084
5145	4	0.122060
5146	2	0.122037
5147	2	0.122013
5148	4	0.121989
5149	4	0.121965
5150	2	0.121942
5151	2	0.121918
5152	4	0.121894
5153	2	0.121871
5154	2	0.121847
5155	2	0.121823
5156	2	0.121800
5157	8	0.121776
5158	2	0.121753
5159	8	0.121729
5160	4	0.121705
5161	2	0.121682
5162	2	0.121658
5163	4	0.121635
5164	4	0.121611
5165	8	0.121588
5166	8	0.121564
5167	8	0.121541
5168	2	0.121517
5169	2	0.121494
5170	2	0.121470
5171	8	0.121447
5172	2	0.121423
5173	2	0.121400
5174	8	0.121376
5175	2	0.121353
5176	4	0.121329
5177	2	0.121306
5178	2	0.121282
5179	2	0.121259
5180	2	0.121236
5181	4	0.121212
5182	2	0.121189
5183	4	0.121165
5184	16	0.121335
5185	2	0.121311
5186	4	0.121288
5187	4	0.121265
5188	16	0.121434
5189	2	0.121411
5190	8	0.121387
5191	2	0.121364
5192	32	0.121533
5193	4	0.121510
5194	2	0.121486
5195	2	0.121463
5196	4	0.121440
5197	2	0.121416
5198	2	0.121393
5199	4	0.121369
5200	4	0.121346
5201	2	0.121323
5202	2	0.121300
5203	2	0.121276
5204	4	0.121253
5205	2	0.121230
5206	2	0.121206
5207	4	0.121183
5208	8	0.121160
5209	4	0.121136
5210	64	0.121305
5211	2	0.121282
5212	2	0.121259
5213	2	0.121235
5214	8	0.121212
5215	2	0.121189
5216	2	0.121166
5217	4	0.121142
5218	8	0.121119
5219	2	0.121096
5220	2	0.121073
5221	8	0.121050
5222	2	0.121026
5223	2	0.121003
5224	4	0.120980
5225	2	0.120957
5226	2	0.120934
5227	2	0.120911
5228	2	0.120888
5229	8	0.120864
5230	2	0.120841
5231	2	0.120818
5232	2	0.120795
5233	2	0.120772
5234	2	0.120749
5235	2	0.120726
5236	16	0.120894
5237	2	0.120871
5238	2	0.120848
5239	2	0.120825
5240	2	0.120802
5241	4	0.120778
5242	2	0.120755
5243	4	0.120732
5244	2	0.120709
5245	4	0.120686
5246	2	0.120663
5247	2	0.120640
5248	4	0.120617
5249	32	0.120785
5250	8	0.120762
5251	4	0.120739
5252	2	0.120716
5253	8	0.120693
5254	16	0.120860
5255	32	0.121028
5256	16	0.121195
5257	4	0.121172
5258	4	0.121149
5259	2	0.121126
5260	4	0.121103
5261	8	0.121080
5262	4	0.121057
5263	2	0.121034
5264	32	0.121201
5265	2	0.121178
5266	4	0.121155
5267	4	0.121132
5268	2	0.121109
5269	4	0.121086
5270	8	0.121063
5271	2	0.121040
5272	2	0.121017
5273	2	0.120994
5274	2	0.120971
5275	4	0.120948
5276	2	0.120925
5277	4	0.120902
5278	2	0.120879
5279	32	0.121046
5280	8	0.121023
5281	2	0.121000
5282	4	0.120977
5283	512	0.121143
5284	32	0.121310
5285	2	0.121287
5286	4	0.121264
5287	128	0.121430
5288	2	0.121407
5289	2	0.121384
5290	16	0.121550
5291	2	0.121527
5292	2	0.121504
5293	8	0.121481
5294	16	0.121647
5295	2	0.121624
5296	2	0.121601
5297	8	0.121578
5298	4	0.121555
5299	2	0.121532
5300	64	0.121698
5301	2	0.121675
5302	32	0.121841
5303	16	0.122006
5304	16	0.122172
5305	2	0.122149
5306	4	0.122126
5307	32	0.122291
5308	2	0.122268
5309	8	0.122245
5310	2	0.122222
5311	2	0.122199
5312	2	0.122176
5313	2	0.122153
5314	4	0.122130
5315	2	0.122107
5316	4	0.122084
5317	4	0.122061
5318	8	0.122038
5319	2	0.122015
5320	4	0.121992
5321	2	0.121970
5322	2	0.121947
5323	4	0.121924
5324	4	0.121901
5325	2	0.121878
5326	2	0.121855
5327	8	0.121832
5328	2	0.121809
5329	2	0.121786
5330	8	0.121764
5331	2	0.121741
5332	4	0.121718
5333	32	0.121883
5334	64	0.122047
5335	4	0.122024
5336	2	0.122001
5337	8	0.121979
5338	2	0.121956
5339	2	0.121933
5340	4	0.121910
5341	8	0.121887
5342	4	0.121864
5343	4	0.121842
5344	2	0.121819
5345	8	0.121796
5346	2	0.121773
5347	2	0.121751
5348	2	0.121728
5349	2	0.121705
5350	32	0.121869
5351	2	0.121846
5352	4	0.121824
5353	4	0.121801
5354	8	0.121778
5355	2	0.121755
5356	8	0.121733
5357	4	0.121710
5358	2	0.121687
5359	2	0.121664
5360	2	0.121642
5361	2	0.121619
5362	2	0.121596
5363	2	0.121574
5364	2	0.121551
5365	8	0.121528
5366	2	0.121506
5367	2	0.121483
5368	16	0.121647
5369	4	0.121624
5370	2	0.121601
5371	2	0.121579
5372	4	0.121556
5373	2	0.121534
5374	4	0.121511
5375	8	0.121488
5376	4	0.121466
5377	4	0.121443
5378	2	0.121421
5379	2	0.121398
5380	2	0.121375
5381	2	0.121353
5382	4	0.121330
5383	4	0.121308
5384	2	0.121285
5385	4	0.121263
5386	2	0.121240
5387	4	0.121218
5388	4	0.121195
5389	8	0.121173
5390	2	0.121150
5391	2	0.121128
5392	4	0.121105
5393	2	0.121083
5394	4	0.121060
5395	2	0.121038
5396	32	0.121201
5397	8	0.121178
5398	2	0.121156
5399	8	0.121134
5400	2	0.121111
5401	64	0.121274
5402	2	0.121251
5403	2	0.121229
5404	4	0.121207
5405	4	0.121184
5406	2	0.121162
5407	2	0.121139
5408	2	0.121117
5409	2	0.121094
5410	2	0.121072
5411	2	0.121050
5412	8	0.121027
5413	4	0.121005
5414	64	0.121167
5415	4	0.121145
5416	16	0.121307
5417	4	0.121285
5418	2	0.121262
5419	2	0.121240
5420	2	0.121218
5421	2	0.121195
5422	2	0.121173
5423	8	0.121151
5424	4	0.121128
5425	2	0.121106
5426	4	0.121084
5427	32	0.121246
5428	32	0.121408
5429	128	0.121569
5430	4	0.121547
5431	8	0.121525
5432	2	0.121502
5433	8	0.121480
5434	8	0.121457
5435	2	0.121435
5436	2	0.121413
5437	16	0.121574
5438	2	0.121552
5439	2	0.121530
5440	2	0.121507
5441	4	0.121485
5442	8	0.121463
5443	8	0.121440
5444	2	0.121418
5445	2	0.121396
5446	2	0.121373
5447	16	0.121535
5448	256	0.121696
5449	8	0.121674
5450	4	0.121651
5451	4	0.121629
5452	2	0.121607
5453	8	0.121584
5454	4	0.121562
5455	4	0.121540
5456	2	0.121518
5457	8	0.121495
5458	2	0.121473
5459	4	0.121451
5460	16	0.121612
5461	2	0.121589
5462	4	0.121567
5463	4	0.121545
5464	2	0.121523
5465	2	0.121500
5466	4	0.121478
5467	2	0.121456
5468	4	0.121434
5469	2	0.121412
5470	2	0.121389
5471	2	0.121367
5472	4	0.121345
5473	2	0.121323
5474	8	0.121301
5475	4	0.121279
5476	4	0.121256
5477	128	0.121417
5478	4	0.121395
5479	4	0.121373
5480	2	0.121350
5481	2	0.121328
5482	16	0.121489
5483	2	0.121466
5484	2	0.121444
5485	4	0.121422
5486	2	0.121400
5487	4	0.121378
5488	2	0.121356
5489	2	0.121334
5490	4	0.121311
5491	32	0.121471
5492	2	0.121449
5493	4	0.121427
5494	4	0.121405
5495	2	0.121383
5496	4	0.121361
5497	2	0.121339
5498	2	0.121317
5499	4	0.121295
5500	4	0.121273
5501	32	0.121432
5502	4	0.121410
5503	4	0.121388
5504	8	0.121366
5505	64	0.121526
5506	4	0.121504
5507	2	0.121482
5508	2	0.121460
5509	4	0.121438
5510	4	0.121416
5511	8	0.121394
5512	64	0.121553
5513	4	0.121531
5514	2	0.121509
5515	4	0.121487
5516	2	0.121465
5517	2	0.121443
5518	16	0.121602
5519	2	0.121580
5520	4	0.121558
5521	2	0.121536
5522	2	0.121514
5523	2	0.121492
5524	2	0.121470
5525	8	0.121448
5526	2	0.121426
5527	16	0.121585
5528	32	0.121744
5529	2	0.121722
5530	4	0.121700
5531	4	0.121678
5532	8	0.121656
5533	2	0.121634
5534	2	0.121612
5535	16	0.121771
5536	8	0.121749
5537	4	0.121727
5538	2	0.121705
5539	2	0.121683
5540	8	0.121661
5541	2	0.121639
5542	2	0.121617
5543	2	0.121595
5544	16	0.121753
5545	2	0.121731
5546	2	0.121709
5547	8	0.121687
5548	2	0.121665
5549	8	0.121644
5550	2	0.121622
5551	4	0.121600
5552	4	0.121578
5553	4	0.121556
5554	2	0.121534
5555	2	0.121512
5556	2	0.121490
5557	2	0.121468
5558	4	0.121447
5559	2	0.121425
5560	4	0.121403
5561	4	0.121381
5562	4	0.121359
5563	8	0.121337
5564	4	0.121316
5565	2	0.121294
5566	2048	0.121452
5567	8	0.121430
5568	4	0.121408
5569	2	0.121386
5570	4	0.121364
5571	2	0.121343
5572	2	0.121321
5573	4	0.121299
5574	4	0.121277
5575	2	0.121256
5576	2	0.121234
5577	4	0.121212
5578	2	0.121190
5579	4	0.121169
5580	8	0.121147
5581	8	0.121125
5582	2	0.121104
5583	16	0.121261
5584	2	0.121239
5585	8	0.121218
5586	4	0.121196
5587	1024	0.121353
5588	2	0.121331
5589	2	0.121310
5590	2	0.121288
5591	4	0.121266
5592	4	0.121245
5593	4	0.121223
5594	8	0.121201
5595	2	0.121180
5596	8	0.121158
5597	8	0.121136
5598	4	0.121115
5599	2	0.121093
5600	4	0.121071
5601	8	0.121050
5602	2	0.121028
5603	4	0.121007
5604	4	0.120985
5605	4	0.120963
5606	16	0.121120
5607	8	0.121099
5608	32	0.121255
5609	4	0.121234
5610	4	0.121212
5611	4	0.121191
5612	2	0.121169
5613	2	0.121147
5614	2	0.121126
5615	2	0.121104
5616	4	0.121083
5617	2	0.121061
5618	2	0.121040
5619	2	0.121018
5620	2	0.120996
5621	2	0.120975
5622	256	0.121131
5623	2	0.121110
5624	4	0.121088
5625	2	0.121067
5626	2	0.121045
5627	4	0.121024
5628	16	0.121180
5629	8	0.121158
5630	4	0.121137
5631	2	0.121115
5632	16	0.121271
5633	4	0.121250
5634	2	0.121228
5635	2	0.121207
5636	2	0.121185
5637	8	0.121164
5638	4	0.121142
5639	8	0.121121
5640	32	0.121277
5641	2	0.121255
5642	2	0.121234
5643	2	0.121212
5644	4	0.121191
5645	2	0.121169
5646	8	0.121148
5647	2	0.121126
5648	4	0.121105
5649	2	0.121083
5650	2	0.121062
5651	4	0.121041
5652	8	0.121019
5653	2	0.120998
5654	2	0.120976
5655	16	0.121132
5656	8	0.121110
5657	2	0.121089
5658	8	0.121068
5659	32	0.121223
5660	32	0.121378
5661	8	0.121357
5662	256	0.121512
5663	8	0.121490
5664	64	0.121645
5665	4	0.121624
5666	32	0.121779
5667	8	0.121758
5668	8	0.121736
5669	4	0.121715
5670	2	0.121693
5671	4	0.121672
5672	2	0.121650
5673	4	0.121629
5674	2	0.121607
5675	8	0.121586
5676	2	0.121564
5677	16	0.121719
5678	2	0.121698
5679	2	0.121676
5680	2	0.121655
5681	4	0.121634
5682	2	0.121612
5683	16	0.121767
5684	16	0.121921
5685	4	0.121900
5686	2	0.121878
5687	32	0.122033
5688	2	0.122011
5689	4	0.121990
5690	8	0.121968
5691	2	0.121947
